StrengthPoints,Wins_x,Wins last 40 days,ast,blk,dr,fga,fga3,fgm,fgm3,fta,ftm,losses,or,pf,points_against,points_for,stl,to,Season,TeamID,SeasonTeam,Seed,index,Wins_y,TWins,PlayIn,SeedNum,Round,TourneyPoints
21,20,7,387,151,801,1765,540,781,178,729,516,12,439,550,1964,2256,166,348,2014,1397,20141397,11b,20141397,3,2,TRUE,11,3,4
86,23,5,421,198,881,1975,521,851,169,866,575,10,497,629,2311,2446,190,408,2014,1400,20141400,7,20141400,1,1,FALSE,7,2,2
1,21,11,413,125,842,1842,584,814,190,880,594,12,356,707,2223,2412,230,378,2014,1409,20141409,13,0,0,0,FALSE,13,1,1
0,18,10,437,113,814,1735,563,795,202,858,610,14,361,530,2335,2402,147,423,2014,1411,20141411,16b,0,0,-1,TRUE,16,1,1
76,26,9,585,98,869,2016,555,988,217,786,589,8,343,603,2406,2782,319,358,2014,1417,20141417,4,20141417,2,2,FALSE,4,3,4
1,20,10,406,122,750,1852,599,849,224,832,553,11,423,656,2363,2475,217,430,2014,1418,20141418,14,0,0,0,FALSE,14,1,1
54,26,8,446,145,807,2131,723,892,252,761,513,8,481,665,2205,2549,380,417,2014,1433,20141433,5,0,0,0,FALSE,5,1,1
55,28,8,500,129,826,1794,801,824,289,808,576,4,361,631,2131,2513,222,379,2014,1437,20141437,2,20141437,1,1,FALSE,2,2,2
60,28,11,445,135,838,1733,513,784,187,734,487,6,371,546,1880,2242,181,347,2014,1438,20141438,1,20141438,2,2,FALSE,1,3,4
4,22,11,344,108,771,1575,552,735,182,815,585,9,299,567,2111,2237,178,439,2014,1444,20141444,14,0,0,0,FALSE,14,1,1
0,17,8,361,108,704,1375,513,652,202,687,507,11,230,515,1908,2013,105,347,2014,1451,20141451,16,0,0,0,FALSE,16,1,1
0,20,6,437,80,776,1752,713,752,235,797,584,13,323,604,2340,2323,186,450,2014,1454,20141454,15,0,0,0,FALSE,15,1,1
32,33,11,441,169,882,1785,651,816,226,844,615,0,392,558,1976,2473,226,345,2014,1455,20141455,1,20141455,1,1,FALSE,1,2,2
88,26,8,400,116,805,1745,686,799,256,770,573,7,290,493,2131,2427,165,266,2014,1458,20141458,2,20141458,4,4,FALSE,2,5,16
0,17,8,352,45,637,1568,463,689,166,531,353,12,306,511,1831,1897,176,298,2014,1459,20141459,15,0,0,0,FALSE,15,1,1
38,21,6,490,97,814,1795,486,846,172,754,519,12,368,657,2242,2383,193,408,2014,1462,20141462,12b,0,0,-1,TRUE,12,1,1
0,24,10,334,52,756,1605,547,706,197,640,487,8,320,528,1927,2096,181,374,2015,1107,20151107,14,0,0,0,FALSE,14,1,1
91,31,11,483,122,898,1855,478,908,172,874,611,3,368,609,1993,2599,244,381,2015,1112,20151112,2,20151112,3,3,FALSE,2,4,8
37,26,9,549,162,774,2083,648,932,227,776,562,8,442,645,2385,2653,264,399,2015,1116,20151116,5,20151116,1,1,FALSE,5,2,2
93,23,8,461,123,769,1765,586,766,224,684,456,9,464,535,1930,2212,257,396,2015,1124,20151124,3,0,0,0,FALSE,3,1,1
0,21,7,471,61,743,1685,808,799,306,555,383,10,289,510,2175,2287,197,426,2015,1125,20151125,15,0,0,0,FALSE,15,1,1
18,23,9,363,72,745,1654,690,750,270,544,396,8,264,534,1889,2166,185,317,2015,1129,20151129,11a,0,0,-1,TRUE,11,1,1
1,23,9,421,129,818,1878,567,817,193,794,573,9,412,589,2185,2400,244,361,2015,1138,20151138,12,0,0,0,FALSE,12,1,1
66,22,5,368,94,785,1771,514,777,184,718,488,10,390,564,1958,2226,204,364,2015,1139,20151139,6,20151139,1,1,FALSE,6,2,2
15,23,8,520,92,827,1890,684,870,263,800,616,9,382,657,2334,2619,228,370,2015,1140,20151140,11a,0,0,-1,TRUE,11,1,1
40,22,7,380,174,744,1581,483,716,161,598,403,10,351,469,1769,1996,210,409,2015,1153,20151153,8,20151153,1,1,FALSE,8,2,2
0,20,8,326,96,737,1602,548,702,194,634,446,9,352,488,1875,2044,183,334,2015,1157,20151157,16,0,0,0,FALSE,16,1,1
16,23,10,514,86,760,1796,820,844,322,520,365,7,311,561,2072,2375,163,289,2015,1172,20151172,10,0,0,0,FALSE,10,1,1
16,25,8,456,84,796,1620,605,750,213,789,538,8,245,525,2010,2251,230,379,2015,1173,20151173,11b,20151173,2,1,TRUE,11,2,2
116,29,11,512,124,831,1880,648,944,250,755,522,4,401,528,2164,2660,237,371,2015,1181,20151181,1,20151181,6,6,FALSE,1,7,64
9,23,10,393,143,738,1807,780,846,309,643,459,8,312,563,2302,2460,195,341,2015,1186,20151186,13,0,0,0,FALSE,13,1,1
54,21,6,408,152,742,1650,521,750,181,728,511,10,347,626,2004,2192,240,392,2015,1207,20151207,4,20151207,1,1,FALSE,4,2,2
12,21,7,403,149,869,1673,524,728,180,800,551,11,348,589,2054,2187,179,408,2015,1208,20151208,10,0,0,0,FALSE,10,1,1
0,23,9,423,136,743,1714,471,814,150,658,482,9,300,590,1998,2260,285,342,2015,1209,20151209,14,20151209,1,1,FALSE,14,2,2
46,31,10,535,108,909,1794,576,931,235,702,484,2,334,566,2016,2581,200,350,2015,1211,20151211,2,20151211,3,3,FALSE,2,4,8
0,16,8,350,135,820,1847,615,753,187,802,523,17,404,711,2244,2216,220,469,2015,1214,20151214,16a,20151214,1,0,TRUE,16,1,1
3,20,9,339,122,640,1392,369,595,126,544,388,7,281,429,1570,1704,180,312,2015,1217,20151217,13,0,0,0,FALSE,13,1,1
44,20,4,463,105,792,1930,764,899,308,631,451,13,395,580,2357,2557,167,379,2015,1231,20151231,10,0,0,0,FALSE,10,1,1
51,21,8,460,150,805,1776,545,758,181,703,524,11,401,508,1980,2221,211,361,2015,1234,20151234,7,20151234,1,1,FALSE,7,2,2
141,25,9,534,124,870,1908,703,916,257,714,497,8,314,512,2286,2586,209,364,2015,1235,20151235,3,0,0,0,FALSE,3,1,1
138,26,7,451,171,888,1869,528,822,198,804,579,8,402,599,2199,2421,222,435,2015,1242,20151242,2,20151242,1,1,FALSE,2,2,2
121,34,12,500,234,859,1884,529,883,185,825,596,0,439,579,1835,2547,223,361,2015,1246,20151246,1,20151246,4,4,FALSE,1,5,16
1,19,7,477,80,685,1676,594,820,246,519,397,12,254,490,2250,2283,169,339,2015,1248,20151248,16,0,0,0,FALSE,16,1,1
42,24,5,374,176,808,1827,595,783,181,709,468,8,413,567,1905,2215,266,378,2015,1257,20151257,4,20151257,3,3,FALSE,4,4,8
46,22,6,502,198,865,1902,543,868,184,636,438,10,388,506,2167,2358,235,468,2015,1261,20151261,9,0,0,0,FALSE,9,1,1
0,19,8,445,89,691,1686,615,733,209,808,561,13,333,733,2160,2236,259,464,2015,1264,20151264,16b,0,0,-1,TRUE,16,1,1
80,27,9,360,139,855,1693,647,741,241,753,570,6,302,546,2087,2293,160,397,2015,1268,20151268,4,20151268,1,1,FALSE,4,2,2
59,23,8,582,155,891,1912,663,901,256,610,386,11,390,631,2156,2444,181,395,2015,1277,20151277,7,20151277,4,4,FALSE,7,5,16
31,20,6,410,118,805,1850,612,788,207,695,541,12,397,626,2160,2324,211,363,2015,1279,20151279,11b,20151279,1,0,TRUE,11,1,1
1,21,8,283,111,748,1551,549,660,208,562,390,9,260,456,1849,1918,136,296,2015,1295,20151295,15,0,0,0,FALSE,15,1,1
48,20,6,383,175,849,1875,607,820,219,679,464,13,400,582,2159,2323,131,347,2015,1301,20151301,8,20151301,2,2,FALSE,8,3,4
6,21,10,365,113,704,1576,398,731,145,707,500,10,382,500,1852,2107,196,430,2015,1308,20151308,15,0,0,0,FALSE,15,1,1
74,24,7,621,154,948,2144,484,1019,167,746,522,11,488,675,2394,2727,233,444,2015,1314,20151314,4,20151314,2,2,FALSE,4,3,4
8,20,9,416,122,767,1688,711,769,270,665,484,11,295,514,2124,2292,189,378,2015,1316,20151316,16a,0,0,-1,TRUE,16,1,1
1,23,8,485,129,843,1670,515,811,200,703,510,11,284,484,2210,2332,181,467,2015,1318,20151318,14,0,0,0,FALSE,14,1,1
26,30,9,394,82,779,1522,608,735,242,613,445,3,238,474,1792,2157,196,346,2015,1320,20151320,5,20151320,1,1,FALSE,5,2,2
98,29,9,514,121,831,1853,716,945,281,688,509,5,283,483,2232,2680,234,319,2015,1323,20151323,3,20151323,3,3,FALSE,3,4,8
28,23,6,509,168,811,1886,605,916,225,656,445,10,372,529,2059,2502,257,373,2015,1326,20151326,10,20151326,1,1,FALSE,10,2,2
108,22,7,400,161,868,1874,629,818,216,612,450,10,351,525,2008,2302,221,388,2015,1328,20151328,3,20151328,2,2,FALSE,3,3,4
55,17,4,339,150,688,1544,595,671,206,613,448,13,260,578,1887,1996,233,360,2015,1329,20151329,9,0,0,0,FALSE,9,1,1
34,24,10,460,140,836,1951,662,895,243,575,442,9,340,611,2342,2475,186,385,2015,1332,20151332,8,20151332,1,1,FALSE,8,2,2
73,22,6,465,154,791,1830,520,808,161,761,540,11,398,607,2161,2317,238,391,2015,1344,20151344,6,0,0,0,FALSE,6,1,1
46,21,7,492,176,810,1769,571,802,191,752,515,12,388,624,2129,2310,180,432,2015,1345,20151345,9,0,0,0,FALSE,9,1,1
0,19,8,404,97,759,1798,555,802,211,647,462,14,344,612,2235,2277,282,454,2015,1352,20151352,16b,20151352,1,0,TRUE,16,1,1
28,25,9,344,164,754,1746,533,730,171,632,398,8,405,478,1757,2029,220,375,2015,1361,20151361,8,20151361,1,1,FALSE,8,2,2
0,26,11,530,101,671,1652,598,814,228,701,513,4,360,650,1965,2369,217,415,2015,1372,20151372,12,0,0,0,FALSE,12,1,1
11,26,9,498,129,805,1635,375,789,135,721,508,6,359,521,1911,2221,217,398,2015,1374,20151374,6,0,0,0,FALSE,6,1,1
57,20,7,383,204,774,1766,539,777,189,640,442,11,310,544,2083,2185,232,329,2015,1385,20151385,9,0,0,0,FALSE,9,1,1
38,20,6,435,260,900,1787,607,779,206,659,478,13,410,533,1993,2242,124,420,2015,1400,20151400,11,0,0,0,FALSE,11,1,1
10,22,11,370,106,788,1789,562,794,180,831,550,12,386,590,2293,2318,209,445,2015,1411,20151411,15,0,0,0,FALSE,15,1,1
0,18,8,467,173,806,1827,546,782,181,679,502,15,387,590,2220,2247,217,454,2015,1412,20151412,14,20151412,1,1,FALSE,14,2,2
0,19,8,428,146,791,1691,515,758,197,524,358,12,306,535,1967,2071,174,360,2015,1414,20151414,13,0,0,0,FALSE,13,1,1
25,20,7,459,123,847,1927,564,849,205,700,473,13,406,590,2245,2376,226,392,2015,1417,20151417,11,20151417,2,2,FALSE,11,3,4
22,23,7,436,158,793,1573,595,755,239,674,473,8,286,526,1773,2222,180,348,2015,1428,20151428,5,20151428,2,2,FALSE,5,3,4
52,26,9,442,151,809,2076,828,872,283,778,510,9,431,673,2293,2537,338,373,2015,1433,20151433,7,0,0,0,FALSE,7,1,1
0,25,8,371,131,763,1602,535,722,204,588,404,5,340,499,1792,2052,169,364,2015,1434,20151434,13,0,0,0,FALSE,13,1,1
127,32,13,541,137,819,1833,787,861,306,777,565,2,351,564,2070,2593,265,369,2015,1437,20151437,1,20151437,1,1,FALSE,1,2,2
92,29,9,413,137,829,1644,449,761,162,563,407,3,329,456,1624,2091,179,304,2015,1438,20151438,2,20151438,1,1,FALSE,2,2,2
66,23,5,465,91,638,1975,669,813,213,798,527,9,539,747,2139,2366,350,418,2015,1452,20151452,5,20151452,2,2,FALSE,5,3,4
14,27,9,423,117,721,1689,596,749,214,599,414,4,360,515,1729,2126,219,290,2015,1455,20151455,7,20151455,2,2,FALSE,7,3,4
111,31,11,432,119,823,1793,663,860,237,638,487,3,322,409,1908,2444,154,252,2015,1458,20151458,1,20151458,5,5,FALSE,1,6,32
9,26,10,420,82,730,1631,536,741,199,619,427,6,294,545,1922,2108,205,344,2015,1459,20151459,12,0,0,0,FALSE,12,1,1
23,23,7,449,92,755,1475,586,674,189,605,429,9,198,445,1822,1966,177,358,2015,1461,20151461,12,0,0,0,FALSE,12,1,1
86,21,7,557,97,844,1870,613,885,214,713,517,13,340,614,2300,2501,207,411,2015,1462,20151462,6,20151462,2,2,FALSE,6,3,4
50,25,8,479,158,944,1922,562,926,215,848,613,8,384,601,2277,2680,162,423,2016,1112,20161112,6,0,0,0,FALSE,6,1,1
6,27,10,400,95,750,1698,589,776,228,531,390,4,270,566,1862,2170,195,317,2016,1114,20161114,12,0,0,0,FALSE,12,1,1
0,16,8,425,91,818,1837,588,844,205,855,573,17,366,582,2544,2466,228,480,2016,1122,20161122,16,0,0,0,FALSE,16,1,1
66,21,5,547,127,743,1852,530,858,198,726,528,11,434,621,2228,2442,247,410,2016,1124,20161124,5,0,0,0,FALSE,5,1,1
0,19,7,414,115,882,1962,725,852,243,819,581,14,399,702,2506,2528,222,456,2016,1138,20161138,14,0,0,0,FALSE,14,1,1
49,21,6,445,104,775,1864,569,868,220,741,542,10,354,617,2206,2498,210,317,2016,1139,20161139,9,0,0,0,FALSE,9,1,1
79,23,9,428,159,945,1881,632,867,233,780,512,10,374,682,2212,2479,136,403,2016,1143,20161143,4,0,0,0,FALSE,4,1,1
10,27,10,447,152,784,1782,662,803,239,748,548,5,350,558,2147,2393,235,390,2016,1151,20161151,12,0,0,0,FALSE,12,1,1
29,22,6,495,186,828,1925,701,823,242,645,454,10,432,500,2012,2342,254,354,2016,1153,20161153,9,0,0,0,FALSE,9,1,1
51,21,5,431,161,935,1911,619,805,241,764,563,11,419,599,2262,2414,166,431,2016,1160,20161160,8,0,0,0,FALSE,8,1,1
38,24,9,471,171,920,1959,660,900,239,581,457,10,322,612,2145,2496,194,378,2016,1163,20161163,9,0,0,0,FALSE,9,1,1
0,21,9,434,147,746,1682,454,751,157,648,422,8,356,623,1835,2081,224,360,2016,1167,20161167,15,0,0,0,FALSE,15,1,1
23,25,7,470,142,920,1780,620,818,215,730,491,7,317,610,2106,2342,189,418,2016,1173,20161173,7,0,0,0,FALSE,7,1,1
59,23,7,445,138,795,1972,791,905,306,792,572,10,404,549,2378,2688,211,326,2016,1181,20161181,4,0,0,0,FALSE,4,1,1
0,17,7,437,78,700,1880,617,858,225,631,441,14,327,669,2434,2382,228,403,2016,1192,20161192,16a,0,0,-1,TRUE,16,1,1
0,16,7,374,117,811,1742,425,818,147,634,409,13,332,569,2113,2192,178,348,2016,1195,20161195,16b,0,0,-1,TRUE,16,1,1
2,23,11,418,119,819,1942,586,836,201,740,515,9,366,712,2277,2388,261,340,2016,1201,20161201,14,0,0,0,FALSE,14,1,1
8,25,9,444,96,925,1846,662,896,249,662,503,7,335,563,2136,2544,160,363,2016,1211,20161211,11,0,0,0,FALSE,11,1,1
0,20,8,368,110,817,1847,641,772,198,775,507,10,422,614,2222,2249,157,416,2016,1214,20161214,16,0,0,0,FALSE,16,1,1
6,25,11,469,117,808,1694,671,778,220,784,538,5,313,614,1990,2314,232,395,2016,1218,20161218,13,0,0,0,FALSE,13,1,1
0,14,5,459,83,725,1785,721,737,236,644,446,19,269,555,2299,2156,213,362,2016,1221,20161221,16a,0,0,-1,TRUE,16,1,1
72,25,6,511,127,811,1864,762,934,316,621,449,7,385,582,2205,2633,222,437,2016,1231,20161231,5,0,0,0,FALSE,5,1,1
0,22,10,539,132,842,1947,860,888,320,633,451,10,339,622,2357,2547,242,409,2016,1233,20161233,13,0,0,0,FALSE,13,1,1
72,21,4,496,150,821,1898,667,855,255,634,456,10,369,504,2130,2421,211,323,2016,1234,20161234,7,0,0,0,FALSE,7,1,1
86,21,5,529,135,863,1990,697,998,265,507,358,11,291,497,2399,2619,197,370,2016,1235,20161235,4,0,0,0,FALSE,4,1,1
177,29,13,510,132,884,1901,635,929,268,742,524,4,348,624,2231,2650,223,414,2016,1242,20161242,1,0,0,0,FALSE,1,1,1
33,26,10,490,192,874,2029,637,971,236,777,531,8,438,696,2321,2709,191,374,2016,1246,20161246,4,0,0,0,FALSE,4,1,1
46,24,5,450,172,837,1747,660,848,248,622,473,8,295,532,2125,2417,184,411,2016,1268,20161268,5,0,0,0,FALSE,5,1,1
87,25,9,410,116,802,1756,599,837,219,702,527,7,310,530,2138,2420,194,341,2016,1274,20161274,3,0,0,0,FALSE,3,1,1
47,21,5,494,69,797,1874,833,871,320,533,394,12,260,517,2250,2456,179,321,2016,1276,20161276,11a,0,0,-1,TRUE,11,1,1
88,29,10,699,175,1005,2024,715,979,310,608,444,5,418,649,2155,2712,150,401,2016,1277,20161277,2,0,0,0,FALSE,2,1,1
2,22,9,404,108,823,1789,638,803,248,639,388,9,318,634,2115,2242,194,370,2016,1292,20161292,15,0,0,0,FALSE,15,1,1
101,28,9,616,149,916,2187,583,1047,183,705,520,6,477,609,2365,2797,234,371,2016,1314,20161314,1,0,0,0,FALSE,1,1,1
44,21,10,391,87,803,1697,718,771,267,557,420,12,177,506,2076,2229,191,320,2016,1320,20161320,11,0,0,0,FALSE,11,1,1
56,21,6,431,125,805,1844,637,869,235,612,450,11,349,496,2259,2423,179,311,2016,1323,20161323,6,0,0,0,FALSE,6,1,1
127,25,6,465,168,899,1928,784,884,334,647,471,7,343,538,2254,2573,221,415,2016,1328,20161328,2,0,0,0,FALSE,2,1,1
129,27,10,450,192,792,1943,659,901,231,782,559,6,388,595,2290,2592,251,375,2016,1332,20161332,1,0,0,0,FALSE,1,1,1
71,18,7,401,98,719,1727,550,759,205,642,437,12,317,607,2117,2160,220,346,2016,1333,20161333,7,0,0,0,FALSE,7,1,1
45,20,4,520,107,774,1801,555,827,195,660,500,11,392,542,2130,2349,156,362,2016,1338,20161338,10,0,0,0,FALSE,10,1,1
50,23,5,525,119,822,1974,729,833,234,744,541,10,385,558,2301,2441,219,380,2016,1344,20161344,9,0,0,0,FALSE,9,1,1
72,26,7,598,158,993,1980,703,934,259,695,516,8,395,584,2196,2643,145,406,2016,1345,20161345,5,0,0,0,FALSE,5,1,1
5,24,8,350,66,817,1768,650,791,235,718,533,7,346,619,2132,2350,143,364,2016,1355,20161355,12,0,0,0,FALSE,12,1,1
67,25,10,447,154,896,1937,573,872,202,787,524,8,425,616,2237,2470,240,457,2016,1371,20161371,6,0,0,0,FALSE,6,1,1
0,23,12,514,92,637,1636,595,796,223,554,412,5,309,586,1799,2227,234,352,2016,1372,20161372,14,0,0,0,FALSE,14,1,1
0,19,7,320,103,783,1789,528,780,182,692,466,12,315,612,2150,2208,228,351,2016,1380,20161380,16b,0,0,-1,TRUE,16,1,1
37,27,9,514,115,967,2038,728,926,238,769,548,7,345,545,2377,2638,175,344,2016,1386,20161386,8,0,0,0,FALSE,8,1,1
0,24,9,489,138,795,1768,517,843,194,574,384,6,355,487,1956,2264,177,350,2016,1392,20161392,13,0,0,0,FALSE,13,1,1
46,19,3,450,130,759,1796,776,766,280,637,435,13,378,530,2103,2247,259,388,2016,1393,20161393,10,0,0,0,FALSE,10,1,1
39,21,9,433,100,818,1957,739,792,251,529,362,11,358,516,2158,2197,171,293,2016,1396,20161396,10,0,0,0,FALSE,10,1,1
99,20,5,367,140,753,1828,658,789,223,725,482,12,352,664,2178,2283,165,332,2016,1400,20161400,6,0,0,0,FALSE,6,1,1
64,26,8,574,128,886,2016,745,906,261,755,508,8,436,615,2228,2581,235,401,2016,1401,20161401,3,0,0,0,FALSE,3,1,1
65,19,7,404,130,739,1700,517,760,178,732,546,12,320,573,2165,2244,182,371,2016,1403,20161403,8,0,0,0,FALSE,8,1,1
33,20,6,425,83,773,1793,656,796,216,717,486,11,313,549,2160,2294,211,335,2016,1409,20161409,11b,0,0,-1,TRUE,11,1,1
0,20,7,372,100,789,1783,537,803,173,756,530,11,358,548,2140,2309,286,408,2016,1421,20161421,15,0,0,0,FALSE,15,1,1
0,23,9,397,125,762,1835,613,835,209,658,463,7,355,716,2151,2342,207,343,2016,1423,20161423,13,0,0,0,FALSE,13,1,1
41,21,4,491,180,906,2085,675,954,260,737,500,12,396,576,2467,2668,209,403,2016,1425,20161425,8,0,0,0,FALSE,8,1,1
112,25,9,504,139,902,1831,688,886,248,703,504,8,314,517,2277,2524,174,401,2016,1428,20161428,3,0,0,0,FALSE,3,1,1
14,24,8,488,130,845,2116,694,953,247,684,472,10,425,665,2288,2625,299,389,2016,1433,20161433,10,0,0,0,FALSE,10,1,1
32,19,7,478,177,930,1826,695,841,270,721,504,13,304,612,2155,2456,138,374,2016,1435,20161435,11a,0,0,-1,TRUE,11,1,1
86,29,11,549,116,896,1936,847,905,291,664,516,5,315,596,2166,2617,229,378,2016,1437,20161437,2,0,0,0,FALSE,2,1,1
111,26,9,473,97,756,1743,489,849,198,565,426,7,296,540,1969,2322,181,310,2016,1438,20161438,1,0,0,0,FALSE,1,1,1
5,23,11,403,103,882,1634,688,773,248,762,516,8,260,561,2122,2310,145,426,2016,1451,20161451,15,0,0,0,FALSE,15,1,1
99,26,8,502,86,791,2050,627,927,206,945,633,8,541,795,2265,2693,338,476,2016,1452,20161452,3,0,0,0,FALSE,3,1,1
0,21,10,458,152,850,2154,668,957,234,910,598,12,424,654,2657,2746,306,399,2016,1453,20161453,14,0,0,0,FALSE,14,1,1
20,23,8,444,111,802,1795,691,777,227,679,486,8,360,627,1842,2267,225,305,2016,1455,20161455,11b,0,0,-1,TRUE,11,1,1
79,20,7,371,102,751,1748,590,751,211,694,491,12,366,542,2066,2204,188,351,2016,1458,20161458,7,0,0,0,FALSE,7,1,1
91,27,8,524,98,894,1938,672,876,243,832,608,5,418,646,2273,2603,234,408,2016,1462,20161462,2,0,0,0,FALSE,2,1,1
0,21,9,407,122,724,1513,466,707,173,636,424,6,364,485,1715,2011,151,364,2016,1463,20161463,12,0,0,0,FALSE,12,1,1
